network,property,result,runtime,output_intervals,observation
ACASXU_run2a_2_3_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,22.01,"Y0: [-986774.09, 2497344.19]; Y1: [-683021.27, 1757820.45]; Y2: [-623534.61, 1707076.1]; Y3: [-940665.36, 2033519.74]; Y4: [-1260418.39, 1894021.03]",
ACASXU_run2a_2_3_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,21.94,"Y0: [-986774.09, 2497344.19]; Y1: [-683021.27, 1757820.45]; Y2: [-623534.61, 1707076.1]; Y3: [-940665.36, 2033519.74]; Y4: [-1260418.39, 1894021.03]",
ACASXU_run2a_2_3_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,9.8,"Y0: [-523296.89, 1324115.38]; Y1: [-362202.86, 932064.28]; Y2: [-330584.47, 905108.19]; Y3: [-498791.07, 1078227.1]; Y4: [-668296.61, 1004244.76]",
ACASXU_run2a_2_3_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,8.23,"Y0: [-248141.9, 627658.94]; Y1: [-171706.5, 441818.28]; Y2: [-156671.81, 428999.6]; Y3: [-236485.15, 511010.19]; Y4: [-316730.33, 476034.05]",
ACASXU_run2a_2_4_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,16.78,"Y0: [-2877949.86, 2508629.46]; Y1: [-670894.83, 2077327.68]; Y2: [-560006.41, 2016717.39]; Y3: [-537926.81, 2504658.01]; Y4: [-937386.08, 2179907.27]",
ACASXU_run2a_2_4_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.73,"Y0: [-2877949.86, 2508629.46]; Y1: [-670894.83, 2077327.68]; Y2: [-560006.41, 2016717.39]; Y3: [-537926.81, 2504658.01]; Y4: [-937386.08, 2179907.27]",
ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.1,"Y0: [-1689221.83, 1472471.36]; Y1: [-393792.5, 1219249.72]; Y2: [-328687.94, 1183685.14]; Y3: [-315751.36, 1470154.65]; Y4: [-550188.07, 1279472.08]",
ACASXU_run2a_2_4_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.53,"Y0: [-971074.01, 846505.43]; Y1: [-226397.08, 700913.03]; Y2: [-188964.79, 680479.88]; Y3: [-181530.97, 845149.64]; Y4: [-316287.14, 735547.64]",
ACASXU_run2a_2_5_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,19.97,"Y0: [-2904626.76, 4998929.22]; Y1: [-1320325.96, 1682484.76]; Y2: [-1764830.31, 2252264.44]; Y3: [-1443319.29, 1660264.45]; Y4: [-1463024.42, 2507642.99]",
ACASXU_run2a_2_5_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,19.96,"Y0: [-2904626.76, 4998929.22]; Y1: [-1320325.96, 1682484.76]; Y2: [-1764830.31, 2252264.44]; Y3: [-1443319.29, 1660264.45]; Y4: [-1463024.42, 2507642.99]",
ACASXU_run2a_2_5_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.03,"Y0: [-1263444.23, 2174483.09]; Y1: [-574325.64, 731819.94]; Y2: [-767690.22, 979672.37]; Y3: [-627841.05, 722116.07]; Y4: [-636437.55, 1090774.98]",
ACASXU_run2a_2_5_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.46,"Y0: [-961392.64, 1654602.66]; Y1: [-436999.11, 556853.77]; Y2: [-584178.61, 745460.07]; Y3: [-477769.38, 549462.67]; Y4: [-484298.67, 829994.18]",
ACASXU_run2a_2_6_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,11.97,"Y0: [-11097752.99, 8505332.23]; Y1: [-0.02, 5146863.17]; Y2: [-904695.42, 5873885.63]; Y3: [-1021625.63, 3885531.32]; Y4: [-904695.42, 5323920.06]",
ACASXU_run2a_2_6_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,11.94,"Y0: [-11097752.99, 8505332.23]; Y1: [-0.02, 5146863.17]; Y2: [-904695.42, 5873885.63]; Y3: [-1021625.63, 3885531.32]; Y4: [-904695.42, 5323920.06]",
ACASXU_run2a_2_6_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.48,"Y0: [-4687510.03, 3593191.0]; Y1: [-0.02, 2174833.84]; Y2: [-382109.33, 2481047.52]; Y3: [-431874.38, 1641192.64]; Y4: [-382109.33, 2248549.8]",
ACASXU_run2a_2_6_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.05,"Y0: [-2920702.01, 2238302.75]; Y1: [-0.02, 1354439.52]; Y2: [-238128.77, 1545905.82]; Y3: [-268835.61, 1022617.62]; Y4: [-238128.77, 1401209.35]",
ACASXU_run2a_2_7_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,11.22,"Y0: [-11857570.11, 18388959.69]; Y1: [-0.02, 3602459.03]; Y2: [0.02, 1787773.69]; Y3: [-10529.71, 3678061.76]; Y4: [0.02, 1797112.24]",
ACASXU_run2a_2_7_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,11.2,"Y0: [-11857570.11, 18388959.69]; Y1: [-0.02, 3602459.03]; Y2: [0.02, 1787773.69]; Y3: [-10529.71, 3678061.76]; Y4: [0.02, 1797112.24]",
ACASXU_run2a_2_7_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.1,"Y0: [-3684419.16, 5713867.01]; Y1: [-0.02, 1119251.99]; Y2: [0.02, 555512.29]; Y3: [-3271.67, 1142823.73]; Y4: [0.02, 558412.96]",
ACASXU_run2a_2_7_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.09,"Y0: [-2041638.09, 3166416.97]; Y1: [-0.02, 620362.57]; Y2: [0.02, 307826.27]; Y3: [-1812.49, 633345.52]; Y4: [0.02, 309432.98]",
ACASXU_run2a_2_8_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,13.07,"Y0: [-29892189.9, 13153434.83]; Y1: [-0.02, 47210.29]; Y2: [-6868781.23, 102304.04]; Y3: [-9160053.37, 2288534.36]; Y4: [-9158374.98, 405480.22]",
ACASXU_run2a_2_8_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,13.06,"Y0: [-29892189.9, 13153434.83]; Y1: [-0.02, 47210.29]; Y2: [-6868781.23, 102304.04]; Y3: [-9160053.37, 2288534.36]; Y4: [-9158374.98, 405480.22]",
ACASXU_run2a_2_8_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.09,"Y0: [-13763156.86, 6055172.06]; Y1: [-0.02, 21740.86]; Y2: [-3162764.71, 47111.73]; Y3: [-4217794.23, 1053646.27]; Y4: [-4217019.61, 186657.79]",
ACASXU_run2a_2_8_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,3.9,"Y0: [-5783773.35, 2544102.88]; Y1: [-0.02, 9134.62]; Y2: [-1329157.68, 19796.27]; Y3: [-1772536.14, 442820.95]; Y4: [-1772210.25, 78433.8]",
ACASXU_run2a_2_9_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,12.21,"Y0: [-12088620.49, 6414428.31]; Y1: [-0.02, 25172.56]; Y2: [-2027.33, 1168802.66]; Y3: [-2027.37, 621188.04]; Y4: [-2027.33, 1168802.66]",
ACASXU_run2a_2_9_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,11.74,"Y0: [-12088620.49, 6414428.31]; Y1: [-0.02, 25172.56]; Y2: [-2027.33, 1168802.66]; Y3: [-2027.37, 621188.04]; Y4: [-2027.33, 1168802.66]",
ACASXU_run2a_2_9_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.86,"Y0: [-6815284.77, 3616396.55]; Y1: [-0.02, 14193.65]; Y2: [-1143.23, 659122.81]; Y3: [-1143.27, 350305.25]; Y4: [-1143.23, 659122.81]",
ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.66,"Y0: [-3581048.95, 1900205.15]; Y1: [-0.02, 7456.89]; Y2: [-600.51, 346440.38]; Y3: [-600.55, 184118.36]; Y4: [-600.51, 346440.38]",
ACASXU_run2a_3_1_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,18.3,"Y0: [-1887718.82, 3060004.52]; Y1: [-1056717.2, 2149032.15]; Y2: [-996862.22, 2253330.5]; Y3: [-1252576.58, 2712197.49]; Y4: [-1158703.34, 1977276.99]",
ACASXU_run2a_3_1_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,18.36,"Y0: [-1887718.82, 3060004.52]; Y1: [-1056717.2, 2149032.15]; Y2: [-996862.22, 2253330.5]; Y3: [-1252576.58, 2712197.49]; Y4: [-1158703.34, 1977276.99]",
ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.58,"Y0: [-1482600.18, 2403154.75]; Y1: [-829836.52, 1687743.08]; Y2: [-782908.7, 1769607.18]; Y3: [-983569.06, 2130142.49]; Y4: [-910139.57, 1552763.84]",
ACASXU_run2a_3_1_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.35,"Y0: [-1003447.66, 1626575.9]; Y1: [-561626.1, 1142336.59]; Y2: [-529879.53, 1197731.46]; Y3: [-665686.19, 1441755.55]; Y4: [-615981.05, 1050931.92]",
ACASXU_run2a_3_2_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,12.49,"Y0: [-859391.43, 2223881.7]; Y1: [-844805.29, 2373927.09]; Y2: [-694221.07, 2013861.22]; Y3: [-1401476.06, 2303770.08]; Y4: [-888768.45, 2443863.07]",
ACASXU_run2a_3_2_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,12.48,"Y0: [-859391.43, 2223881.7]; Y1: [-844805.29, 2373927.09]; Y2: [-694221.07, 2013861.22]; Y3: [-1401476.06, 2303770.08]; Y4: [-888768.45, 2443863.07]",
ACASXU_run2a_3_2_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.37,"Y0: [-420210.7, 1087457.56]; Y1: [-413018.22, 1160732.76]; Y2: [-339418.86, 984827.38]; Y3: [-685215.13, 1126408.85]; Y4: [-434619.87, 1194926.79]",
ACASXU_run2a_3_2_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.31,"Y0: [-260293.07, 673575.49]; Y1: [-255826.84, 718947.42]; Y2: [-210250.5, 609994.45]; Y3: [-424428.86, 697690.87]; Y4: [-269203.8, 740243.14]",
ACASXU_run2a_3_3_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,17.06,"Y0: [-1243320.64, 2405134.32]; Y1: [-625439.9, 2087153.25]; Y2: [-1337967.58, 1968234.79]; Y3: [-931096.45, 2263204.35]; Y4: [-1034832.31, 2202594.94]",
ACASXU_run2a_3_3_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.99,"Y0: [-1243320.64, 2405134.32]; Y1: [-625439.9, 2087153.25]; Y2: [-1337967.58, 1968234.79]; Y3: [-931096.45, 2263204.35]; Y4: [-1034832.31, 2202594.94]",
ACASXU_run2a_3_3_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,7.07,"Y0: [-680156.53, 1315406.16]; Y1: [-342101.89, 1141575.55]; Y2: [-731970.31, 1076535.79]; Y3: [-509275.54, 1237884.42]; Y4: [-566018.42, 1204587.58]",
ACASXU_run2a_3_3_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.85,"Y0: [-501179.26, 969149.3]; Y1: [-252064.51, 841098.08]; Y2: [-539343.6, 793164.7]; Y3: [-375223.33, 912047.37]; Y4: [-417007.63, 887475.93]",
ACASXU_run2a_3_4_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,16.25,"Y0: [-3488094.65, 3052592.09]; Y1: [-547608.45, 2064066.55]; Y2: [-676377.27, 2123855.59]; Y3: [-544219.8, 2649984.71]; Y4: [-526585.53, 2037795.43]",
ACASXU_run2a_3_4_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.29,"Y0: [-3488094.65, 3052592.09]; Y1: [-547608.45, 2064066.55]; Y2: [-676377.27, 2123855.59]; Y3: [-544219.8, 2649984.71]; Y4: [-526585.53, 2037795.43]",
ACASXU_run2a_3_4_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,7.16,"Y0: [-2041296.19, 1787468.74]; Y1: [-320666.7, 1208643.06]; Y2: [-396121.19, 1243655.27]; Y3: [-318682.88, 1551819.04]; Y4: [-308395.75, 1193327.09]",
ACASXU_run2a_3_4_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.26,"Y0: [-1645679.5, 1441130.15]; Y1: [-258528.07, 974432.03]; Y2: [-319361.6, 1002608.71]; Y3: [-256941.2, 1251131.24]; Y4: [-248642.23, 962115.34]",
ACASXU_run2a_3_5_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,11.05,"Y0: [-1739056.76, 4644615.38]; Y1: [-1018891.82, 1716425.66]; Y2: [-1345172.61, 2023233.68]; Y3: [-764140.08, 1941677.82]; Y4: [-511496.09, 2400191.98]",
ACASXU_run2a_3_5_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,11.08,"Y0: [-1739056.76, 4644615.38]; Y1: [-1018891.82, 1716425.66]; Y2: [-1345172.61, 2023233.68]; Y3: [-764140.08, 1941677.82]; Y4: [-511496.09, 2400191.98]",
ACASXU_run2a_3_5_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.07,"Y0: [-1080684.88, 2885768.8]; Y1: [-633103.36, 1066473.29]; Y2: [-835761.25, 1257099.37]; Y3: [-474835.46, 1206541.97]; Y4: [-317793.05, 1491440.23]",
ACASXU_run2a_3_5_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.73,"Y0: [-694527.33, 1854613.86]; Y1: [-406887.32, 685384.35]; Y2: [-537131.74, 807897.58]; Y3: [-305156.41, 775400.51]; Y4: [-204227.22, 958490.65]",
ACASXU_run2a_3_6_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.72,"Y0: [-18560405.19, 12622179.22]; Y1: [-3797148.87, 6246155.88]; Y2: [-0.02, 6701894.04]; Y3: [-3948807.41, 6071070.75]; Y4: [-2180886.13, 4716767.97]",
ACASXU_run2a_3_6_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.71,"Y0: [-18560405.19, 12622179.22]; Y1: [-3797148.87, 6246155.88]; Y2: [-0.02, 6701894.04]; Y3: [-3948807.41, 6071070.75]; Y4: [-2180886.13, 4716767.97]",
ACASXU_run2a_3_6_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.81,"Y0: [-8727357.7, 5934986.47]; Y1: [-1785471.71, 2936826.75]; Y2: [-0.02, 3151328.73]; Y3: [-1856776.22, 2854527.44]; Y4: [-1025503.73, 2217865.05]",
ACASXU_run2a_3_6_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.44,"Y0: [-5321308.04, 3618663.85]; Y1: [-1088565.91, 1790501.22]; Y2: [-0.02, 1921404.83]; Y3: [-1132037.14, 1740337.59]; Y4: [-625331.78, 1352186.31]",
ACASXU_run2a_3_7_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,12.64,"Y0: [-14430194.83, 13464812.71]; Y1: [-1355185.13, 1797823.06]; Y2: [-0.02, 4409393.14]; Y3: [-3681363.96, 2745587.77]; Y4: [-773583.82, 5737726.09]",
ACASXU_run2a_3_7_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,12.62,"Y0: [-14430194.83, 13464812.71]; Y1: [-1355185.13, 1797823.06]; Y2: [-0.02, 4409393.14]; Y3: [-3681363.96, 2745587.77]; Y4: [-773583.82, 5737726.09]",
ACASXU_run2a_3_7_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.81,"Y0: [-7857290.21, 7331231.79]; Y1: [-737958.46, 978845.49]; Y2: [-0.02, 2400885.98]; Y3: [-2004552.6, 1494809.55]; Y4: [-421159.62, 3123934.2]",
ACASXU_run2a_3_7_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.8,"Y0: [-2906679.76, 2712026.67]; Y1: [-272930.54, 362124.55]; Y2: [-0.02, 888095.73]; Y3: [-741531.43, 553028.18]; Y4: [-155824.72, 1155657.7]",
ACASXU_run2a_3_8_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,16.04,"Y0: [-7117909.19, 23548439.92]; Y1: [-1047620.47, 434099.31]; Y2: [-0.02, 2118467.05]; Y3: [-1047620.47, 749846.1]; Y4: [-2945291.5, 6031450.32]",
ACASXU_run2a_3_8_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.27,"Y0: [-7117909.19, 23548439.92]; Y1: [-1047620.47, 434099.31]; Y2: [-0.02, 2118467.05]; Y3: [-1047620.47, 749846.1]; Y4: [-2945291.5, 6031450.32]",
ACASXU_run2a_3_8_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,7.07,"Y0: [-3980364.9, 13168150.83]; Y1: [-585835.36, 242752.51]; Y2: [-0.02, 1184702.38]; Y3: [-585835.36, 419286.48]; Y4: [-1646999.86, 3372376.93]",
ACASXU_run2a_3_8_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.7,"Y0: [-1498050.81, 4956224.52]; Y1: [-220495.59, 91364.53]; Y2: [-0.02, 445921.73]; Y3: [-220495.59, 157805.75]; Y4: [-619902.5, 1269513.87]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,14.37,"Y0: [-14073879.59, 14278621.46]; Y1: [-2973634.07, 2980146.47]; Y2: [-0.02, 1881369.32]; Y3: [-2973634.07, 2980146.47]; Y4: [-2973634.1, 1719526.94]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,14.27,"Y0: [-14073879.59, 14278621.46]; Y1: [-2973634.07, 2980146.47]; Y2: [-0.02, 1881369.32]; Y3: [-2973634.07, 2980146.47]; Y4: [-2973634.1, 1719526.94]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,3.95,"Y0: [-7504325.75, 7613486.19]; Y1: [-1585391.12, 1589097.63]; Y2: [-0.02, 1003275.4]; Y3: [-1585391.12, 1589097.63]; Y4: [-1585391.15, 916893.61]",
ACASXU_run2a_3_9_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,3.67,"Y0: [-2784847.43, 2825045.03]; Y1: [-588293.4, 589635.97]; Y2: [-0.02, 372280.73]; Y3: [-588293.4, 589635.97]; Y4: [-588293.43, 340162.07]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,17.5,"Y0: [-1285992.53, 4587674.18]; Y1: [-632145.19, 3556011.7]; Y2: [-621967.29, 3973841.23]; Y3: [-1311173.71, 2933299.19]; Y4: [-1126796.6, 4474319.96]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,17.95,"Y0: [-1285992.53, 4587674.18]; Y1: [-632145.19, 3556011.7]; Y2: [-621967.29, 3973841.23]; Y3: [-1311173.71, 2933299.19]; Y4: [-1126796.6, 4474319.96]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.58,"Y0: [-978804.34, 3491675.39]; Y1: [-481195.96, 2706457.84]; Y2: [-473396.79, 3024418.62]; Y3: [-998038.49, 2232654.61]; Y4: [-857654.86, 3405300.99]",
ACASXU_run2a_4_1_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,7.89,"Y0: [-656338.17, 2341217.07]; Y1: [-322610.03, 1814664.87]; Y2: [-317360.24, 2027839.19]; Y3: [-669220.5, 1496957.5]; Y4: [-574953.6, 2283210.86]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,13.04,"Y0: [-1379878.46, 2230965.55]; Y1: [-875700.55, 2648231.43]; Y2: [-1225798.31, 2470270.72]; Y3: [-1212797.23, 2618038.76]; Y4: [-1551422.82, 2918436.48]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,12.98,"Y0: [-1379878.46, 2230965.55]; Y1: [-875700.55, 2648231.43]; Y2: [-1225798.31, 2470270.72]; Y3: [-1212797.23, 2618038.76]; Y4: [-1551422.82, 2918436.48]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.47,"Y0: [-770605.65, 1245950.24]; Y1: [-489005.56, 1479024.55]; Y2: [-684484.48, 1379628.16]; Y3: [-677302.81, 1462086.37]; Y4: [-866288.64, 1629867.14]",
ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.35,"Y0: [-517654.73, 836971.56]; Y1: [-328481.84, 993510.37]; Y2: [-459794.97, 926746.88]; Y3: [-455003.95, 982120.04]; Y4: [-581919.9, 1094867.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,18.87,"Y0: [-2293842.0, 3888882.16]; Y1: [-1854845.56, 3138323.4]; Y2: [-907393.21, 3393717.79]; Y3: [-1983282.73, 3160876.62]; Y4: [-1440418.6, 4035976.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,18.77,"Y0: [-2293842.0, 3888882.16]; Y1: [-1854845.56, 3138323.4]; Y2: [-907393.21, 3393717.79]; Y3: [-1983282.73, 3160876.62]; Y4: [-1440418.6, 4035976.07]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.42,"Y0: [-1080938.9, 1832694.21]; Y1: [-874112.16, 1478986.98]; Y2: [-427556.96, 1599772.63]; Y3: [-934560.38, 1489652.65]; Y4: [-678732.0, 1902178.59]",
ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.66,"Y0: [-701692.05, 1189778.88]; Y1: [-567485.38, 960143.27]; Y2: [-277554.08, 1038532.22]; Y3: [-606776.43, 967091.71]; Y4: [-440590.64, 1234929.46]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,18.74,"Y0: [-1902935.27, 4327649.92]; Y1: [-1350919.98, 2827575.39]; Y2: [-989303.04, 2810712.02]; Y3: [-876129.87, 3554218.29]; Y4: [-971327.16, 3243783.95]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,18.83,"Y0: [-1902935.27, 4327649.92]; Y1: [-1350919.98, 2827575.39]; Y2: [-989303.04, 2810712.02]; Y3: [-876129.87, 3554218.29]; Y4: [-971327.16, 3243783.95]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,8.4,"Y0: [-1212844.75, 2758356.32]; Y1: [-861018.21, 1802213.53]; Y2: [-630562.04, 1791401.96]; Y3: [-558324.16, 2265451.15]; Y4: [-619117.17, 2067442.67]",
ACASXU_run2a_4_4_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,6.03,"Y0: [-784146.62, 1783267.51]; Y1: [-556662.65, 1165041.59]; Y2: [-407625.94, 1158061.38]; Y3: [-360951.7, 1464572.12]; Y4: [-400232.1, 1336511.28]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.34,"Y0: [-12914236.07, 8554436.45]; Y1: [-1344758.86, 8485336.21]; Y2: [-653708.24, 6833890.36]; Y3: [-2383699.14, 4264074.89]; Y4: [-709563.3, 5560598.86]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.34,"Y0: [-12914236.07, 8554436.45]; Y1: [-1344758.86, 8485336.21]; Y2: [-653708.24, 6833890.36]; Y3: [-2383699.14, 4264074.89]; Y4: [-709563.3, 5560598.86]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,4.82,"Y0: [-6558784.15, 4344082.39]; Y1: [-682935.11, 4309205.51]; Y2: [-332045.33, 3470197.6]; Y3: [-1210331.32, 2165635.56]; Y4: [-360421.09, 2823627.75]",
ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.72,"Y0: [-3458796.28, 2290998.81]; Y1: [-360143.02, 2272535.46]; Y2: [-175087.28, 1830232.78]; Y3: [-638349.59, 1142075.7]; Y4: [-190050.32, 1489225.4]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,15.68,"Y0: [-3930369.43, 12971325.78]; Y1: [-1597936.71, 5129267.02]; Y2: [-2651164.24, 2416568.43]; Y3: [-1604970.95, 3606260.36]; Y4: [-455729.89, 2398009.51]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,15.75,"Y0: [-3930369.43, 12971325.78]; Y1: [-1597936.71, 5129267.02]; Y2: [-2651164.24, 2416568.43]; Y3: [-1604970.95, 3606260.36]; Y4: [-455729.89, 2398009.51]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,5.36,"Y0: [-2055750.69, 6783604.7]; Y1: [-836140.61, 2682899.92]; Y2: [-1386588.86, 1264031.22]; Y3: [-839491.81, 1886430.22]; Y4: [-238299.63, 1254320.27]",
ACASXU_run2a_4_6_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,4.56,"Y0: [-1101090.66, 3632824.05]; Y1: [-447693.03, 1437103.68]; Y2: [-742880.76, 676922.88]; Y3: [-449763.57, 1010201.54]; Y4: [-127635.98, 671718.4]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,16.96,"Y0: [-7975608.99, 15218220.75]; Y1: [-159780.81, 7746668.99]; Y2: [-3012892.19, 7783671.12]; Y3: [-824238.94, 9503280.68]; Y4: [-1343939.01, 7033146.97]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,16.9,"Y0: [-7975608.99, 15218220.75]; Y1: [-159780.81, 7746668.99]; Y2: [-3012892.19, 7783671.12]; Y3: [-824238.94, 9503280.68]; Y4: [-1343939.01, 7033146.97]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_3.vnnlib,SAT/UNSAFE,6.28,"Y0: [-4198577.04, 8011082.24]; Y1: [-84118.35, 4077520.57]; Y2: [-1586524.49, 4096407.06]; Y3: [-433982.26, 5001598.64]; Y4: [-707693.87, 3701520.05]",
ACASXU_run2a_4_7_batch_2000.onnx,prop_4.vnnlib,SAT/UNSAFE,5.3,"Y0: [-2110865.08, 4028163.17]; Y1: [-42288.86, 2050606.4]; Y2: [-797843.36, 2060138.74]; Y3: [-218182.77, 2515647.74]; Y4: [-355904.04, 1861433.93]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_1.vnnlib,SAT/UNSAFE,10.83,"Y0: [-16396378.71, 15374316.73]; Y1: [-0.02, 3925749.37]; Y2: [-1430195.91, 3356811.94]; Y3: [-1430195.95, 4628139.23]; Y4: [-1430195.91, 3356811.94]",
ACASXU_run2a_4_8_batch_2000.onnx,prop_2.vnnlib,SAT/UNSAFE,10.74,"Y0: [-16396378.71, 15374316.73]; Y1: [-0.02, 3925749.37]; Y2: [-1430195.91, 3356811.94]; Y3: [-1430195.95, 4628139.23]; Y4: [-1430195.91, 3356811.94]",
